task_name,job_name,makespan
R47_5,j_94055,4
R100_101,j_94055,4
R2_5,j_94055,4
R112_5,j_94055,8
J38_6_32_35_36_37,j_94055,8
R56_5,j_94055,8
R76_77,j_94055,4
R105_5,j_94055,7
R12_5,j_94055,4
R101_15,j_94055,5
R42_41,j_94055,4
R37_5,j_94055,4
R27_15,j_94055,5
R96_5,j_94055,6
R107_5,j_94055,7
R32_5,j_94055,4
R64_65,j_94055,4
R95_5,j_94055,8
R84_5,j_94055,8
R10_5,j_94055,6
R117_5,j_94055,7
R4_5,j_94055,6
R75_5,j_94055,5
R115_5,j_94055,7
M5_14_17_28_30_40_42_52_54_64_66_76_78_88_90_100_1,j_94055,27
R3_5,j_94055,7
R8_5,j_94055,7
R68_5,j_94055,9
R66_65,j_94055,4
R18_5,j_94055,7
R40_41,j_94055,4
R110_109,j_94055,4
J11_3_6_8_9_10,j_94055,8
R92_5,j_94055,7
J106_6_99_103_104_105,j_94055,9
M15,j_94055,8
J50_6_44_47_48_49,j_94055,8
J70_6_63_67_68_69,j_94055,8
J46_6_39_43_44_45,j_94055,8
R63_5,j_94055,4
R45_5,j_94055,7
R6_5,j_94055,8
R23_5,j_94055,8
R55_5,j_94055,5
R59_5,j_94055,6
R51_5,j_94055,7
R1_5,j_94055,5
J94_6_87_91_92_93,j_94055,9
R80_5,j_94055,8
R61_5,j_94055,6
R99_5,j_94055,7
R90_89,j_94055,3
R33_5,j_94055,7
R35_5,j_94055,7
R20_5,j_94055,7
R109_15,j_94055,4
R39_5,j_94055,7
R57_5,j_94055,7
R36_5,j_94055,6
R53_15,j_94055,5
R48_5,j_94055,8
J82_6_75_79_80_81,j_94055,10
R103_5,j_94055,7
R104_5,j_94055,6
R43_5,j_94055,8
R54_53,j_94055,7
J7_1_2_3_4_6,j_94055,7
R28_27,j_94055,3
R19_5,j_94055,7
R91_5,j_94055,7
R67_5,j_94055,7
R69_5,j_94055,5
R73_5,j_94055,4
J58_6_51_55_56_57,j_94055,8
R83_5,j_94055,7
R72_5,j_94055,7
J118_6_112_115_116_117,j_94055,9
J62_6_56_59_60_61,j_94055,8
R31_5,j_94055,7
J34_6_26_31_32_33,j_94055,9
R17_16,j_94055,4
R87_5,j_94055,7
R24_5,j_94055,8
J74_6_68_71_72_73,j_94055,7
R49_5,j_94055,6
R111_5,j_94055,7
R26_5,j_94055,8
J25_6_19_22_23_24,j_94055,9
R52_53,j_94055,7
R102_101,j_94055,3
R89_15,j_94055,5
R44_5,j_94055,8
J86_6_80_83_84_85,j_94055,10
R14_13,j_94055,4
R13_15,j_94055,4
R30_29,j_94055,7
R78_77,j_94055,4
J21_6_12_18_19_20,j_94055,10
R85_5,j_94055,7
R88_89,j_94055,3
R9_5,j_94055,8
R108_109,j_94055,3
R116_5,j_94055,9
R71_5,j_94055,7
R77_15,j_94055,3
R81_5,j_94055,6
R97_5,j_94055,7
R65_15,j_94055,5
J114_6_107_111_112_113,j_94055,9
R113_5,j_94055,7
R60_5,j_94055,8
R93_5,j_94055,8
R79_5,j_94055,7
R29_15,j_94055,5
J98_6_92_95_96_97,j_94055,8
R41_15,j_94055,4
R22_5,j_94055,6
R16_15,j_94055,5
R47_5c1,j_94055c1,4
R100_101c1,j_94055c1,4
R2_5c1,j_94055c1,4
R112_5c1,j_94055c1,8
J38_6_32_35_36_37c1,j_94055c1,8
R56_5c1,j_94055c1,8
R76_77c1,j_94055c1,4
R105_5c1,j_94055c1,7
R12_5c1,j_94055c1,4
R101_15c1,j_94055c1,5
R42_41c1,j_94055c1,4
R37_5c1,j_94055c1,4
R27_15c1,j_94055c1,5
R96_5c1,j_94055c1,6
R107_5c1,j_94055c1,7
R32_5c1,j_94055c1,4
R64_65c1,j_94055c1,4
R95_5c1,j_94055c1,8
R84_5c1,j_94055c1,8
R10_5c1,j_94055c1,6
R117_5c1,j_94055c1,7
R4_5c1,j_94055c1,6
R75_5c1,j_94055c1,5
R115_5c1,j_94055c1,7
M5_14_17_28_30_40_42_52_54_64_66_76_78_88_90_100_1c1,j_94055c1,27
R3_5c1,j_94055c1,7
R8_5c1,j_94055c1,7
R68_5c1,j_94055c1,9
R66_65c1,j_94055c1,4
R18_5c1,j_94055c1,7
R40_41c1,j_94055c1,4
R110_109c1,j_94055c1,4
J11_3_6_8_9_10c1,j_94055c1,8
R92_5c1,j_94055c1,7
J106_6_99_103_104_105c1,j_94055c1,9
M15c1,j_94055c1,8
J50_6_44_47_48_49c1,j_94055c1,8
J70_6_63_67_68_69c1,j_94055c1,8
J46_6_39_43_44_45c1,j_94055c1,8
R63_5c1,j_94055c1,4
R45_5c1,j_94055c1,7
R6_5c1,j_94055c1,8
R23_5c1,j_94055c1,8
R55_5c1,j_94055c1,5
R59_5c1,j_94055c1,6
R51_5c1,j_94055c1,7
R1_5c1,j_94055c1,5
J94_6_87_91_92_93c1,j_94055c1,9
R80_5c1,j_94055c1,8
R61_5c1,j_94055c1,6
R99_5c1,j_94055c1,7
R90_89c1,j_94055c1,3
R33_5c1,j_94055c1,7
R35_5c1,j_94055c1,7
R20_5c1,j_94055c1,7
R109_15c1,j_94055c1,4
R39_5c1,j_94055c1,7
R57_5c1,j_94055c1,7
R36_5c1,j_94055c1,6
R53_15c1,j_94055c1,5
R48_5c1,j_94055c1,8
J82_6_75_79_80_81c1,j_94055c1,10
R103_5c1,j_94055c1,7
R104_5c1,j_94055c1,6
R43_5c1,j_94055c1,8
R54_53c1,j_94055c1,7
J7_1_2_3_4_6c1,j_94055c1,7
R28_27c1,j_94055c1,3
R19_5c1,j_94055c1,7
R91_5c1,j_94055c1,7
R67_5c1,j_94055c1,7
R69_5c1,j_94055c1,5
R73_5c1,j_94055c1,4
J58_6_51_55_56_57c1,j_94055c1,8
R83_5c1,j_94055c1,7
R72_5c1,j_94055c1,7
J118_6_112_115_116_117c1,j_94055c1,9
J62_6_56_59_60_61c1,j_94055c1,8
R31_5c1,j_94055c1,7
J34_6_26_31_32_33c1,j_94055c1,9
R17_16c1,j_94055c1,4
R87_5c1,j_94055c1,7
R24_5c1,j_94055c1,8
J74_6_68_71_72_73c1,j_94055c1,7
R49_5c1,j_94055c1,6
R111_5c1,j_94055c1,7
R26_5c1,j_94055c1,8
J25_6_19_22_23_24c1,j_94055c1,9
R52_53c1,j_94055c1,7
R102_101c1,j_94055c1,3
R89_15c1,j_94055c1,5
R44_5c1,j_94055c1,8
J86_6_80_83_84_85c1,j_94055c1,10
R14_13c1,j_94055c1,4
R13_15c1,j_94055c1,4
R30_29c1,j_94055c1,7
R78_77c1,j_94055c1,4
J21_6_12_18_19_20c1,j_94055c1,10
R85_5c1,j_94055c1,7
R88_89c1,j_94055c1,3
R9_5c1,j_94055c1,8
R108_109c1,j_94055c1,3
R116_5c1,j_94055c1,9
R71_5c1,j_94055c1,7
R77_15c1,j_94055c1,3
R81_5c1,j_94055c1,6
R97_5c1,j_94055c1,7
R65_15c1,j_94055c1,5
J114_6_107_111_112_113c1,j_94055c1,9
R113_5c1,j_94055c1,7
R60_5c1,j_94055c1,8
R93_5c1,j_94055c1,8
R79_5c1,j_94055c1,7
R29_15c1,j_94055c1,5
J98_6_92_95_96_97c1,j_94055c1,8
R41_15c1,j_94055c1,4
R22_5c1,j_94055c1,6
R16_15c1,j_94055c1,5
R47_5c2,j_94055c2,4
R100_101c2,j_94055c2,4
R2_5c2,j_94055c2,4
R112_5c2,j_94055c2,8
J38_6_32_35_36_37c2,j_94055c2,8
R56_5c2,j_94055c2,8
R76_77c2,j_94055c2,4
R105_5c2,j_94055c2,7
R12_5c2,j_94055c2,4
R101_15c2,j_94055c2,5
R42_41c2,j_94055c2,4
R37_5c2,j_94055c2,4
R27_15c2,j_94055c2,5
R96_5c2,j_94055c2,6
R107_5c2,j_94055c2,7
R32_5c2,j_94055c2,4
R64_65c2,j_94055c2,4
R95_5c2,j_94055c2,8
R84_5c2,j_94055c2,8
R10_5c2,j_94055c2,6
R117_5c2,j_94055c2,7
R4_5c2,j_94055c2,6
R75_5c2,j_94055c2,5
R115_5c2,j_94055c2,7
M5_14_17_28_30_40_42_52_54_64_66_76_78_88_90_100_1c2,j_94055c2,27
R3_5c2,j_94055c2,7
R8_5c2,j_94055c2,7
R68_5c2,j_94055c2,9
R66_65c2,j_94055c2,4
R18_5c2,j_94055c2,7
R40_41c2,j_94055c2,4
R110_109c2,j_94055c2,4
J11_3_6_8_9_10c2,j_94055c2,8
R92_5c2,j_94055c2,7
J106_6_99_103_104_105c2,j_94055c2,9
M15c2,j_94055c2,8
J50_6_44_47_48_49c2,j_94055c2,8
J70_6_63_67_68_69c2,j_94055c2,8
J46_6_39_43_44_45c2,j_94055c2,8
R63_5c2,j_94055c2,4
R45_5c2,j_94055c2,7
R6_5c2,j_94055c2,8
R23_5c2,j_94055c2,8
R55_5c2,j_94055c2,5
