episode,workflow_count,mean_makespan,mean_cost,deadline_success_rate,budget_success_rate,both_success_rate,utilization,execution_time
1,10,5794.101911545488,342.38468000000097,1.0,1.0,1.0,0.7082400121189972,152.29685997962952
2,10,4798.057478947501,270.03804,1.0,0.9,0.9,0.6370475229651061,141.50464344024658
3,10,2847.550042919641,131.02312999999987,1.0,1.0,1.0,0.6056478114590954,82.7843496799469
4,10,5647.461279499288,286.44222,1.0,0.9,0.9,0.6869867410019479,119.92786931991577
5,10,3930.545204579964,214.93682000000018,1.0,0.8,0.8,0.6103008758411086,110.73795771598816
6,10,8487.675626000473,475.51091000000054,1.0,1.0,1.0,0.8183174189096177,176.15830755233765
7,10,6765.053758546926,378.55800000000045,1.0,0.8,0.8,0.7580862234188934,152.93136262893677
8,10,5729.998015948885,317.14748000000026,1.0,1.0,1.0,0.7574025386234119,134.8098428249359
9,10,2904.0439448629522,152.05413,1.0,0.8,0.8,0.500146098995002,102.7807149887085
10,10,4699.377531514152,273.82362000000046,1.0,0.8,0.8,0.7172937724808365,110.58871936798096
