episode,workflow_count,mean_makespan,mean_cost,deadline_success_rate,budget_success_rate,both_success_rate,utilization,execution_time
1,5,7606.569933412689,319.6711999999999,1.0,0.8,0.8,0.6804467244759311,11.909635543823242
2,5,3827.462977967548,161.9387,1.0,0.8,0.8,0.5602727783562235,7.769907474517822
3,5,3723.36719263072,143.01079999999996,1.0,1.0,1.0,0.5502217352084563,8.509651899337769
4,5,3592.1523131567833,158.15312000000003,1.0,0.8,0.8,0.5626671802043681,8.254784345626831
5,5,3542.136651562369,149.74072000000015,1.0,1.0,1.0,0.5456066094443133,6.947400808334351
6,5,9414.044793618994,384.4466799999997,1.0,1.0,1.0,0.7707448018675691,10.752863645553589
7,5,7487.991960440803,305.79074,1.0,0.8,0.8,0.6384166700103472,8.641255140304565
8,5,5592.36811033558,268.77617999999995,1.0,0.8,0.8,0.6193373698668272,10.323351383209229
9,5,3519.0244207106834,158.57374000000027,1.0,0.8,0.8,0.4747301887287712,7.360617399215698
10,5,7487.144341265538,311.25880000000035,1.0,0.6,0.6,0.6529270405911298,8.907219171524048
