episode,workflow_count,mean_makespan,mean_cost,deadline_success_rate,budget_success_rate,both_success_rate,utilization,execution_time
1,10,5884.983349799097,230.92038000000016,1.0,0.9,0.9,0.6396637634926589,53.44589686393738
2,10,4834.747059601525,234.0750300000002,1.0,0.8,0.8,0.5115854823907792,82.70609641075134
3,10,2779.649469548053,119.87670000000007,1.0,0.9,0.9,0.460279143907776,63.74675250053406
4,10,5833.460896443374,238.07092000000017,1.0,0.8,0.8,0.6248469473130621,68.1995689868927
5,10,3649.708603259598,162.35932000000005,1.0,0.9,0.9,0.5069252076760715,54.47073841094971
6,10,8682.026874481528,345.11871000000025,1.0,0.7,0.7,0.7161066517113264,63.58316922187805
7,10,6798.101190141829,287.4937700000003,1.0,0.8,0.8,0.6000153360423714,75.9495701789856
8,10,5745.672615001767,242.90805000000017,1.0,0.9,0.9,0.6021025705801845,66.55648350715637
9,10,2861.23946378998,107.46841000000002,1.0,0.9,0.9,0.5116188923441282,57.84191918373108
10,10,4792.909150260784,183.81094000000022,1.0,0.8,0.8,0.6313470497689023,67.23019671440125
