x,raw_reward,cleaned_reward,smoothed_reward
1.0,0.280000000000,0.336057381987,0.341277151245
2.0,0.298039769015,0.337174848579,0.344565635727
3.0,0.374995834956,0.342498373887,0.348363739621
4.0,0.374111042769,0.344441164032,0.352371209447
5.0,0.328492557827,0.354946739523,0.356499839184
6.0,0.370557425154,0.363203692461,0.360698742475
7.0,0.339473985669,0.366483396775,0.364932422527
8.0,0.390061535945,0.367722318118,0.369173773157
9.0,0.379079996650,0.369746440314,0.373401131638
10.0,0.392490085928,0.377319036260,0.377596835328
11.0,0.365587760792,0.385073407937,0.381746443051
12.0,0.330042878113,0.387425110502,0.385838284092
13.0,0.442905979698,0.392608172686,0.389863179843
14.0,0.414400053689,0.393362690248,0.393814259474
15.0,0.396557206271,0.390479843006,0.397686826623
16.0,0.421994566955,0.398887416070,0.401478252249
17.0,0.379464126101,0.397427391638,0.405187878620
18.0,0.306717729499,0.396497158321,0.408816925142
19.0,0.415333824891,0.402176243659,0.412368390219
20.0,0.403077808612,0.406705430356,0.415846945565
21.0,0.381776181396,0.413031432865,0.419258820935
22.0,0.448496265136,0.428554145351,0.422611678239
23.0,0.459716126118,0.435435032742,0.425914474842
24.0,0.440436144546,0.437463372718,0.429177316392
25.0,0.485076796585,0.445117133577,0.432411299970
26.0,0.483992738414,0.451438596427,0.435628348728
27.0,0.410205861248,0.451673268573,0.438841039421
28.0,0.460665777284,0.458120047932,0.442062424503
29.0,0.510526331253,0.452462204162,0.445305850552
30.0,0.444302906726,0.450841331357,0.448584774992
31.0,0.504036312747,0.455646801935,0.451912583076
32.0,0.394491890318,0.454639422601,0.455302407199
33.0,0.444584153644,0.451758705248,0.458766950586
34.0,0.452307131408,0.455081175532,0.462318317374
35.0,0.428430138508,0.461285232626,0.465967851068
36.0,0.454020270987,0.469579006332,0.469725983259
37.0,0.466249246025,0.476429521148,0.473602094368
38.0,0.562095164597,0.484571805800,0.477604388067
39.0,0.478525162211,0.484771790167,0.481739780847
40.0,0.509572978584,0.491247614153,0.486013808058
41.0,0.533013981251,0.494899901446,0.490430547497
42.0,0.407290871802,0.488874656982,0.494992561475
43.0,0.511961329513,0.496505351309,0.499700858013
44.0,0.487437031139,0.499995632930,0.504554871624
45.0,0.459282336819,0.502916749302,0.509552463890
46.0,0.548677391662,0.513505081221,0.514689943782
47.0,0.526194484898,0.519834242399,0.519962107470
48.0,0.541569252095,0.519801437320,0.525362297096
49.0,0.512627711394,0.530885554852,0.530882477769
50.0,0.562319170649,0.536681189035,0.536513331817
51.0,0.456091153184,0.536036625911,0.540795626174
52.0,0.568737343377,0.539042453398,0.545105623001
53.0,0.590190571719,0.541269627715,0.549430803464
54.0,0.493465086544,0.542051888492,0.553758100465
55.0,0.555140711015,0.555963721265,0.558074068125
56.0,0.516202078235,0.559027481850,0.562365054457
57.0,0.547491606790,0.556581586177,0.566617375116
58.0,0.608432119159,0.565501215132,0.570817486081
59.0,0.583155010924,0.566304012846,0.574952153150
60.0,0.534706790288,0.576483527080,0.579008616233
61.0,0.582932455900,0.587393832022,0.582974746445
62.0,0.541677770527,0.587003312197,0.586839194152
63.0,0.622527061728,0.591159608100,0.590591526239
64.0,0.663634923939,0.597084311806,0.594222350995
65.0,0.581329120877,0.599864929297,0.597723429208
66.0,0.614562693197,0.609908295250,0.601087770204
67.0,0.589317386568,0.612187742494,0.604309711807
68.0,0.598270503301,0.610320577105,0.607384983350
69.0,0.650233929670,0.616630797273,0.610310751122
70.0,0.633085270210,0.618683948864,0.613085645832
