episode,workflow_count,mean_makespan,mean_cost,deadline_success_rate,budget_success_rate,both_success_rate,utilization,execution_time
1,10,5558.855053028257,192.01303000000007,1.0,0.9,0.9,0.6765915150054446,34.00815987586975
2,10,4589.063954815343,149.74071999999995,1.0,0.9,0.9,0.6997169178506145,23.084431409835815
3,10,2659.9721826612013,75.08067000000001,1.0,1.0,1.0,0.5868559084824145,21.11371636390686
4,10,5494.025090687409,200.0048100000002,1.0,0.9,0.9,0.6942743859034018,26.09948968887329
5,10,3424.931958477044,123.45197000000007,1.0,1.0,1.0,0.6407202215053291,20.91521954536438
6,10,8365.900942350938,285.81128999999993,1.0,1.0,1.0,0.8143336703088992,35.45473504066467
7,10,6462.855309937009,236.80906000000004,1.0,0.8,0.8,0.7434255949316184,34.51244807243347
8,10,5458.712753152465,187.17590000000004,1.0,0.9,0.9,0.6687407590968951,30.47347140312195
9,10,2638.0083579736465,89.38175000000015,1.0,0.9,0.9,0.5792337239314579,20.72623324394226
10,10,4670.030349206925,164.67273000000006,1.0,0.7,0.7,0.687309147813337,24.68698215484619
