episode,workflow_count,mean_makespan,mean_cost,deadline_success_rate,budget_success_rate,both_success_rate,utilization,execution_time
1,5,7624.623705371125,327.66297999999995,1.0,0.8,0.8,0.6804467244759308,13.882524013519287
2,5,3843.0157305698376,156.05001999999996,1.0,0.8,0.8,0.5602727783562231,9.377771854400635
3,5,3733.923955779316,145.1139,1.0,1.0,1.0,0.5443683124934726,10.168376684188843
4,5,3610.8279887166245,166.98614000000003,1.0,0.8,0.8,0.5642432787483577,10.216119527816772
5,5,3562.2642600681124,157.31188000000014,1.0,1.0,1.0,0.5412649122869314,8.483420372009277
6,5,9423.143297277185,378.13737999999984,1.0,1.0,1.0,0.7567651500803703,11.986678123474121
7,5,7477.392725336907,301.16392,1.0,0.8,0.8,0.6206593851491323,9.999003410339355
8,5,5609.776790007301,256.99881999999997,1.0,0.8,0.8,0.6114834539446028,12.304377317428589
9,5,3520.955444763093,158.5737400000003,1.0,0.8,0.8,0.4861694703848862,8.80149531364441
10,5,7444.380417336742,317.1474800000002,1.0,0.8,0.8,0.6502800390752196,9.979366302490234
