task_name,job_name,makespan
J54_52_53,j_727303,31
M94,j_727303,18
R14_13,j_727303,9
R56_55,j_727303,11
J89_87_88,j_727303,38
R91_90,j_727303,9
M1,j_727303,223
J47_45_46,j_727303,32
M17,j_727303,13
M102,j_727303,33
R44_43,j_727303,119
J62_58_61,j_727303,107
M31,j_727303,17
R37_36,j_727303,153
M64,j_727303,211
J27_23_26,j_727303,129
J33_31_32,j_727303,41
J26_24_25,j_727303,30
R28_27,j_727303,16
R93_92,j_727303,125
J5_3_4,j_727303,18
M22,j_727303,190
M60,j_727303,88
R105_104,j_727303,9
R70_69,j_727303,15
M80,j_727303,17
M24,j_727303,17
M95,j_727303,37
J34_30_33,j_727303,77
J12_10_11,j_727303,15
J13_9_12,j_727303,126
M101,j_727303,18
M87,j_727303,18
J6_2_5,j_727303,88
R63_62,j_727303,11
M99,j_727303,207
M73,j_727303,15
M57,j_727303,207
R84_83,j_727303,11
M4,j_727303,35
J83_79_82,j_727303,99
R77_76,j_727303,12
J55_51_54,j_727303,91
R98_97,j_727303,12
M85,j_727303,207
R30_29,j_727303,163
M53,j_727303,34
R51_50,j_727303,155
J48_44_47,j_727303,91
R23_22,j_727303,125
M36,j_727303,234
M25,j_727303,33
R21_20,j_727303,10
J104_100_103,j_727303,90
J97_93_96,j_727303,106
R9_8,j_727303,127
M78,j_727303,204
J68_66_67,j_727303,37
J90_86_89,j_727303,78
M43,j_727303,245
M81,j_727303,43
J20_16_19,j_727303,94
M11,j_727303,39
M52,j_727303,17
J61_59_60,j_727303,31
M10,j_727303,13
J96_94_95,j_727303,43
R79_78,j_727303,181
M92,j_727303,195
R72_71,j_727303,144
R2_1,j_727303,571
M3,j_727303,15
J76_72_75,j_727303,146
M46,j_727303,35
R100_99,j_727303,174
M15,j_727303,218
J41_37_40,j_727303,86
J103_101_102,j_727303,30
M59,j_727303,17
M38,j_727303,19
M45,j_727303,14
R42_41,j_727303,12
M18,j_727303,34
M67,j_727303,37
J40_38_39,j_727303,41
J19_17_18,j_727303,29
M39,j_727303,42
M74,j_727303,36
R16_15,j_727303,152
M29,j_727303,193
R7_6,j_727303,8
M88,j_727303,36
M71,j_727303,229
J75_73_74,j_727303,30
R58_57,j_727303,219
R65_64,j_727303,151
M66,j_727303,14
J82_80_81,j_727303,40
M50,j_727303,220
J69_65_68,j_727303,80
R86_85,j_727303,127
M32,j_727303,40
M8,j_727303,219
R49_48,j_727303,11
R35_34,j_727303,13
