task_name,job_name,makespan
R75_74,j_209787,165
R67_66,j_209787,196
J90_86_89,j_209787,189
R91_74,j_209787,165
J63_59_62,j_209787,231
J17_3_6_9_15_16_30_43_60,j_209787,186
J28_25_27,j_209787,223
J84_82_83,j_209787,204
J73_65_72,j_209787,205
R64_63,j_209787,231
J59_49_58,j_209787,231
J72_67_71,j_209787,203
R18_17,j_209787,181
R36_35,j_209787,192
R96_70,j_209787,195
J98_94_97,j_209787,195
R68_7,j_209787,22
R49_48,j_209787,142
R24_17,j_209787,220
R57_56,j_209787,231
R99_74,j_209787,165
R74_53,j_209787,165
R78_65,j_209787,165
R51_7,j_209787,22
M16,j_209787,34
M6,j_209787,34
R25_24,j_209787,220
R1_17,j_209787,195
R101_100,j_209787,195
R79_66,j_209787,204
J42_36_41,j_209787,231
J20_13_19,j_209787,233
M14,j_209787,57
J81_79_80,j_209787,204
R4_17,j_209787,218
R61_17,j_209787,181
J29_23_28,j_209787,223
R9_8,j_209787,22
R2_7,j_209787,22
R87_66,j_209787,182
R40_39,j_209787,231
R34_33,j_209787,224
R37_17,j_209787,220
R15_14,j_209787,62
R95_66,j_209787,188
J46_42_45,j_209787,231
R54_53,j_209787,194
R60_14,j_209787,64
R45_44,j_209787,188
R47_46,j_209787,231
J58_55_57,j_209787,231
R48_53,j_209787,142
R32_31,j_209787,184
R71_70,j_209787,203
R62_61,j_209787,181
R55_54,j_209787,194
R86_65,j_209787,165
R56_17,j_209787,231
R21_20,j_209787,233
R39_17,j_209787,229
J13_1_12,j_209787,233
R83_74,j_209787,155
J100_98_99,j_209787,195
R69_68,j_209787,22
R8_7,j_209787,22
R43_14,j_209787,67
R88_70,j_209787,189
J76_73_75,j_209787,205
J82_78_81,j_209787,204
R80_70,j_209787,180
J33_29_32,j_209787,224
R5_4,j_209787,219
J97_95_96,j_209787,195
R93_92,j_209787,190
R94_65,j_209787,167
R23_22,j_209787,189
R35_17,j_209787,191
R70_53,j_209787,203
R85_84,j_209787,205
R50_14,j_209787,62
R44_17,j_209787,187
J92_90_91,j_209787,189
R10_17,j_209787,230
J41_38_40,j_209787,231
R22_17,j_209787,189
R27_26,j_209787,223
R77_76,j_209787,207
R11_10,j_209787,231
R65_53,j_209787,167
R31_17,j_209787,184
R52_51,j_209787,22
R19_18,j_209787,182
R38_37,j_209787,220
R26_17,j_209787,223
M7,j_209787,22
R3_2,j_209787,22
J12_5_11,j_209787,231
R66_53,j_209787,204
R30_14,j_209787,71
J53_6_16_50_52_69,j_209787,148
J89_87_88,j_209787,189
